Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Hans,Eriksen,Karlsensvingen 1,Siljevær,4981,Norge,NO,19920810-1137,+47,90 33 53 00,1992-08-10,True
Birgit,Hansson,Parkvägen 48,Halmstad,52414,Sverige,SE,19760715-3954,+46,+46 (0)8 229 421 76,1976-07-15,True
Margareta,Larsson,Parkgränd 1,Borås,37798,Sverige,SE,19641030-2237,+46,0089-759 43,1964-10-30,True
Eemeli,Takala,Haagan pappilankuja 889,Loimaa,90886,Finland,FI,19490824-020K,+358,003 573 6384,1949-08-24,True
Michael,Banks,Medina Drive 944,New Christopherland,79819,Danmark,DK,19920425-3608,+45,652.866.4531x043,1992-04-25,True
Dylan,Arnold,Kathryn Causeway 813,Burnsbury,42035,Danmark,DK,19850511-1802,+45,741-211-7326x2498,1985-05-11,True
Mats,Norén,Villavägen 08,Trollhättan,55015,Sverige,SE,19520322-2770,+46,+46 (0)8 624 512 72,1952-03-22,True
Marianne,Sundqvist,Trädgårdsstigen 411,Linköping,93651,Sverige,SE,19430202-9987,+46,0642-389 20,1943-02-02,True
Gösta,Nilsson,Parkgatan 94,Landskrona,15153,Sverige,SE,19801003-7855,+46,055-590 30 58,1980-10-03,True
Ilmari,Johansson,Elonbulevardi 4,Myrskylä,56788,Finland,FI,19890703-772J,+358,+358 450799587,1989-07-03,True
Angie,Bender,Glass Burg 704,West Courtney,10372,Danmark,DK,19780102-1833,+45,871.202.9222x443,1978-01-02,True
Daniel,Wright,Kathy Cape 82168,Youngton,30572,Danmark,DK,19661001-5987,+45,+1-483-383-0343x1411,1966-10-01,True
Kenneth,Mathisen,Iversenløkka 53F,Sæther,4059,Norge,NO,19570103-3684,+47,+4783682881,1957-01-03,True
Janne,Knudsen,Bøejordet 07,Dahl,8738,Norge,NO,19520425-3151,+47,+4704130093,1952-04-25,True
Christian,Gundersen,Andresenskrenten 9,Nilsberg,3628,Norge,NO,19690619-8907,+47,54 75 20 29,1969-06-19,True
Johannes,Moen,Auneringen 455,Olsen,3382,Norge,NO,19491216-6347,+47,09789666,1949-12-16,True
Birgitta,Nilsson,Skolgatan 10,Skövde,73343,Sverige,SE,19740730-5312,+46,+46 (0)621 222 53,1974-07-30,True
Stig,Åström,Trädgårdsgränd 151,Skellefteå,41918,Sverige,SE,19481117-6265,+46,08-238 597 26,1948-11-17,True
Linnéa,Andersson,Skolgatan 370,Luleå,64791,Sverige,SE,19650305-5801,+46,077-10 74 99,1965-03-05,True
William,Howard,Hardy Drive 849,Amymouth,95619,Danmark,DK,19990122-5226,+45,321-707-3695,1999-01-22,True
Maria,Karlsson,Ekvägen 45,Skellefteå,26357,Sverige,SE,19611102-8843,+46,093-012 01 56,1961-11-02,True
Tina,Barton,Snyder Causeway 4633,Kaufmanborough,25101,Danmark,DK,19400619-3925,+45,227-526-4768,1940-06-19,True
Christina,Larsson,Granstigen 48,Gävle,64124,Sverige,SE,19680531-0855,+46,037-102 34 84,1968-05-31,True
Anette,Ali,Kristensenkollen 22F,Geirsand,6589,Norge,NO,19681126-1134,+47,41622487,1968-11-26,True
Birger,Andersson,Nyvägen 7,Trelleborg,69583,Sverige,SE,19820123-6425,+46,08-176 89 07,1982-01-23,True
Emilia,Sjögren,Järnvägstorget 10,Halmstad,12724,Sverige,SE,19801028-3435,+46,075-96 07 84,1980-10-28,True
Therese,Nilsson,Bäckstigen 74,Falun,74296,Sverige,SE,19600805-5333,+46,+46 (0)50 65 80 57,1960-08-05,True
Maria,Norberg,Kyrkogränd 7,Motala,36419,Sverige,SE,19641119-9072,+46,0967-165 14,1964-11-19,True
Linnea,Nilsson,Strandtorget 914,Motala,18731,Sverige,SE,19530422-4606,+46,+46 (0)8 602 153 09,1953-04-22,True
Stephanie,Smith,Reilly Coves 7268,Paulport,29580,Danmark,DK,19480123-3254,+45,001-869-928-8666,1948-01-23,True
Jesse,White,Rita Center 67976,Williamsland,60207,Sverige,DK,19480314-5805,+45,885.810.9949x617,1948-03-14,True
Tone,Myklebust,Jakobsenhaugen 967,Heidiodden,7391,Norge,NO,19711208-6602,+47,29411497,1971-12-08,True
Thomas,Åkesson,Nygränd 26,Lidköping,56146,Sverige,SE,19780511-6323,+46,+46 (0)97 85 94 79,1978-05-11,True
Göran,Pettersson,Idrottsstigen 05,Ängelholm,90092,Sverige,SE,19960303-2105,+46,08-248 442 77,1996-03-03,True
Alexander,Andersson,Furutorget 18,Uddevalla,76992,Sverige,SE,19970516-9484,+46,08-255 50 08,1997-05-16,True
Angela,Sullivan,Rodriguez Manors 84736,Fisherstad,06427,Danmark,DK,19500612-4524,+45,869.697.6615,1950-06-12,True
Alvar,Johansson,Kvarnvägen 04,Göteborg,59549,Sverige,SE,19901120-6252,+46,+46 (0)78 55 08 38,1990-11-20,True
Phyllis,Johnson,Bernard Courts 63802,Julieville,74925,Danmark,DK,19480521-4585,+45,001-545-380-5499x2609,1948-05-21,True
Charlotta,Gustafsson,Kvarnvägen 602,Landskrona,89172,Sverige,SE,19971112-7932,+46,+46 (0)632 597 53,1997-11-12,True
Hans,Gustafsson,Backgatan 305,Borås,67546,Sverige,SE,19680108-8877,+46,+46 (0)383 564 97,1968-01-08,True
Silje,Helland,Edvardsenskrenten 3,Robertø,9199,Norge,NO,19440526-3376,+47,45579408,1944-05-26,True
Linda,Olsson,Ekstigen 180,Borlänge,85433,Sverige,SE,19621023-6862,+46,+46 (0)04 19 20 23,1962-10-23,True
Cecilia,Pettersson,Aspvägen 04,Västerås,48236,Sverige,SE,19670507-3063,+46,+46 (0)52 40 79 04,1967-05-07,True
Emma,Simonsen,Auneberget 3,Mikkelsen,7823,Norge,NO,19910504-7700,47,+4761769754,1991-05-04,True
Stephanie,Fleming,Gray Roads 206,Brittanyside,01574,Danmark,DK,19461207-0652,+45,001-543-976-8126x122,1946-12-07,True
Anita,Haugland,Ruudplassen 98C,Abrahamsen,0703,Norge,NO,19541007-0644,+47,45867429,1954-10-07,True
Karin,Gunnarsson,Kvarnvägen 900,Lund,76475,Sverige,SE,19780302-9729,+46,+46 (0)19 57 83 93,1978-03-02,True
Nicholas,Robinson,Hardy Brook 568,Scotthaven,16479,Danmark,DK,20000112-8169,+45,(600)253-0864x47047,2000-01-12,True
Matilda,Kämäräinen,Pohjolantie 79,Lapinlahti,63645,Finland,FI,19750510-463L,+358,+358410045748,1975-05-10,True
Malin,Nilsson,Fabriksgatan 7,Gävle,17530,Sverige,SE,19400106-4439,+46,08-25 43 01,1940-01-06,True
Lisa,Duncan,Nicole Loaf 0589,Lake Tylerton,76326,Danmark,DK,19410722-0542,+45,616-616-7620x8895,1941-07-22,True
Dagny,Karlsson,Aspgatan 6,Piteå,52641,Sverige,SE,19631205-4365,+46,+46 (0)476 122 51,1963-12-05,True
Marita,Eriksson,Ängsstigen 5,Södertälje,52210,Sverige,SE,19571111-7265,+46,0890-05 75 19,1957-11-11,True
Yvonne,Lundqvist,Kyrkgatan 1,Göteborg,20564,Sverige,SE,19771207-3689,+46,08-015 695 19,1977-12-07,True
Mari,Ali,Svendsenvollen 6D,Steinarbø,7594,Norge,NO,19660311-0150,+47,89 82 16 65,1966-03-11,True
Sandra,Johansson,Trädgårdsvägen 6,Kalmar,21524,Sverige,SE,19480625-9739,+46,0089-11 07 06,1948-06-25,True
Charlotte,Jonasson,Järnvägsgränd 589,Borlänge,67345,Sverige,SE,19760810-1445,+46,+46 (0)33 86 71 47,1976-08-10,True
Irene,Svensson,Kyrkgränd 64,Mölndal,71198,Sverige,SE,19610525-3615,+46,0129-720 32,1961-05-25,True
Sandra,Nilsson,Industristigen 886,Trollhättan,45654,Sverige,SE,19670202-8388,+46,08-93 46 54,1967-02-02,True
Susanne,Gustafsson,Parkvägen 1,Västerås,42919,Sverige,SE,19770506-8409,+46,08-862 66 59,1977-05-06,True
Simen,Eriksen,Aasenlia 491,Marteeid,9299,Norge,NO,19661118-6016,+47,95 30 01 23,1966-11-18,True
Heidi,Korhonen,Louhikkotie 7,Siikalatva,92091,Finland,FI,19730513-092D,+358,+358 65 5088401,1973-05-13,True
Göran,Ivarsson,Industrivägen 124,Skövde,63506,Sverige,SE,19801231-1906,+46,+46 (0)8 717 220 87,1980-12-31,True
Cecilie,Amundsen,Hagenmarka 7,Grodal,7583,Norge,NO,19500805-2024,+47,+4749898771,1950-08-05,True
Sara,Pettersson,Åkergatan 1,Malmö,80196,Sverige,SE,19930521-5207,+46,08-216 220 50,1993-05-21,True
Karin,Johansson,Fabriksgatan 57,Lidköping,81636,Sverige,SE,19550830-9276,+46,0376-72 59 52,1955-08-30,True
Gun,Olsson,Strandgränd 01,Västerås,58867,Sverige,SE,19930117-2418,+46,052-67 31 71,1993-01-17,True
Henrik,Eloranta,Bengalinkatu 2,Hämeenkyrö,57515,Finland,FI,19830505-6353,+358,+358863428798,1983-05-05,True
Jessica,Williams,Hernandez Ferry 264,New Mike,19745,Danmark,DK,19801003-7186,+45,001-785-630-0202x8661,1980-10-03,True
Cecilia,Lindberg,Furugränd 4,Lidingö,20165,Sverige,SE,19531223-9444,+46,+46 (0)68 19 80 03,1953-12-23,True
Evert,Östlund,Kyrkgatan 5,Malmö,76477,Sverige,SE,19740215-5842,+46,08-82 89 25,1974-02-15,True
Kristiina,Anttonen,Veropellonkatu 248,Valtimo,14653,Finland,FI,19971017-271D,+358,0154276424,1997-10-17,True
Lars,Andersson,Kyrkgränd 171,Växjö,32209,Sverige,SE,19940306-7188,+46,+46 (0)8 946 869 56,1994-03-06,True
Mats,Jonsson,Aspgatan 293,Nyköping,35199,Sverige,SE,19941229-9409,+46,08-767 48 01,1994-12-29,True
Grete,Bøe,Brekkeåsen 6,Næss,7604,Norge,NO,19980625-6694,+47,20 54 35 72,1998-06-25,True
Kjell,Björklund,Fabriksgatan 033,Falun,57823,Sverige,SE,19840327-3000,+46,+46 (0)42 96 43 05,1984-03-27,True
Rolf,Johannessen,Rasmussengropa 74A,Sindrehavn,4415,Norge,NO,19860730-0518,+47,+4770000344,1986-07-30,True
Arnold,Andersson,Industristigen 364,Skellefteå,70659,Sverige,SE,19500313-2476,+46,08-24 61 66,1950-03-13,True
Heather,Nelson,Lloyd Track 39136,Brendatown,26967,Danmark,DK,19530214-1835,+45,248.627.5478x52652,1953-02-14,True
Alexander,Moberg,Ringgatan 25,Örebro,15484,Sverige,SE,19661007-7346,+46,08-181 867 04,1966-10-07,True
Deanna,Flores,Phillip Route 8439,North Robertborough,70253,Danmark,DK,19800106-1256,+45,663.890.3393x9467,1980-01-06,True
Samuel,Ericsson,Stationsvägen 85,Lidingö,38838,Sverige,SE,19671207-4441,+46,0013-48 28 26,1967-12-07,True
Joakim,Hansen,Lienmyra 56,Frodevær,1394,Norge,NO,19831106-4212,+47,+4766760592,1983-11-06,True
Heidi,Allen,Holland Mission 995,Christopherton,57688,Danmark,DK,19750920-7561,+45,001-480-572-9544x407,1975-09-20,True
Helena,Johansson,Furutorget 0,Umeå,80628,Sverige,SE,19590817-9203,+46,+46 (0)906 126 36,1959-08-17,True
Per,Johansson,Trädgårdsgränd 28,Karlskrona,71981,Sverige,SE,19421231-1978,+46,0159-274 79,1942-12-31,True
Brita,Hellström,Stationsgränd 704,Malmö,36040,Sverige,SE,19420621-8901,+46,+46 (0)011 506 58,1942-06-21,True
Kjetil,Hagen,Haughaugen 3,Malinhavn,7608,Norge,NO,19990514-6947,+47,933 90 920,1999-05-14,True
Hanna,Simonsen,Hansenengen 8,Hildefjord,1122,Norge,NO,19920802-4698,+47,37121730,1992-08-02,True
Marie,Engen,Holmlia 3,Haugland,4089,Danmark,NO,19500711-2855,+47,73617831,1950-07-11,True
Walter,Fields,Gonzalez Coves 0894,Lake Michaeltown,28894,Danmark,DK,19840918-4500,+45,992-396-1312x079,1984-09-18,True
Amanda,Nyström,Ängsgatan 05,Växjö,93947,Sverige,SE,19800730-9593,+46,015-97 48 75,1980-07-30,True
Sonja,Eriksson,Kyrkogatan 05,Karlskoga,94898,Sverige,SE,19700710-8103,+46,098-09 29 81,1970-07-10,True
Sofie,Knudsen,Ellingsenbakken 5,Steinarsand,5892,Norge,NO,19790426-6867,+47,953 67 474,1979-04-26,True
Ingegärd,Sjöberg,Grantorget 1,Jönköping,98735,Sverige,SE,19990612-5484,+46,+46 (0)33 19 26 48,1999-06-12,True
Benny,Persson,Kyrkgränd 54,Piteå,56417,Sverige,SE,19581013-1032,+46,0700-268 82,1958-10-13,True
Samantha,Thompson,Edwards Circle 0541,North Sarahburgh,51277,Danmark,DK,19550110-3039,+45,578.246.9924,1955-01-10,True
Britt-Marie,Henriksson,Idrottsgatan 15,Motala,57728,Sverige,SE,19460704-4447,+46,0572-09 84 70,1946-07-04,True
Karin,Björk,Kvarngatan 923,Skövde,97457,Sverige,SE,19620307-1849,+46,+46 (0)8 357 410 53,1962-03-07,True
Melissa,Huang,Garcia Shore 90883,Bakerland,86320,Danmark,DK,19980905-9100,+45,417.375.8181,1998-09-05,True
Maria,Nilsson,Kvarntorget 471,Trelleborg,80238,Sverige,SE,19780618-1615,+46,08-397 734 10,1978-06-18,True
Lars,Haug,Christensenstranda 73,Ellenodden,8788,Norge,NO,19600428-8610,+47,55 77 78 81,1960-04-28,True
Kelly,Goodman,Tracey Haven 4496,Port Brendaborough,57756,Danmark,DK,19740510-7735,+45,2288376247,1974-05-10,True
Shelly,Ramirez,Romero Courts 31264,North Jodyport,29165,Danmark,DK,19440113-5849,45,8387694813,1944-01-13,True
Odd,Hauge,Danielsenstubben 4A,Moen,0391,Norge,NO,19690716-6368,+47,52 79 25 57,1969-07-16,True
Irja,Niemelä,Salakkabulevardi 9,Loviisa,87605,Finland,FI,19961211-866E,+358,+358 919206252,1996-12-11,True
Leif,Andersson,Industritorget 36,Karlskrona,47884,Sverige,SE,19920811-0385,+46,+46 (0)769 324 63,1992-08-11,True
Robert,Thomassen,Ødegårdringen 44,Andershavn,0907,Norge,NO,19670513-3809,+47,+4701757910,1967-05-13,True
Matti,Ahokas,Saramäenkuja 4,Parainen,17428,Finland,FI,19880709-518H,+358,+358 96 9739940,1988-07-09,True
Raili,Hänninen,Nikonkatu 10,Kristiinankaupunki,44410,Finland,FI,19630501-0387,+358,+358 081788886,1963-05-01,True
Olof,Eriksson,Kyrkogränd 47,Motala,55170,Sverige,SE,19580118-1735,+46,077-69 79 80,1958-01-18,True
Kenneth,Johansson,Backgatan 87,Norrköping,60041,Sverige,SE,19730523-3840,+46,0898-67 40 64,1973-05-23,True
Regina,Smith,Wheeler Radial 43071,Lake Melissa,32383,Danmark,DK,19530306-3820,+45,700.609.5528x992,1953-03-06,True
Terje,Andersen,Hagenholtet 8,Birkeland,3263,Norge,NO,19720616-1794,+47,930 57 332,1972-06-16,True
Göte,Bengtsson,Gengränd 180,Lidingö,94175,Sverige,SE,19621013-3803,+46,035-602 60 77,1962-10-13,True
Robert,Ramsey,Anna Courts 2427,South Warren,04964,Danmark,DK,20000210-6373,+45,472.755.9373,2000-02-10,True
Matthew,Floyd,Larson Circle 786,Murphystad,22075,Danmark,DK,19440721-3908,+45,(587)783-8270x138,1944-07-21,True
Henrik,Nilsson,Kyrkvägen 9,Falun,74043,Sverige,SE,19780422-8285,+46,+46 (0)289 716 88,1978-04-22,True
Rhonda,Anderson,Dominguez Fords 2193,Lake Kevinburgh,57532,Danmark,DK,19710518-0135,+45,270-297-5855x756,1971-05-18,True
Elizabeth,Sweeney,Alexander Track 891,South Andrewshire,86745,Danmark,DK,19540915-8808,+45,001-846-235-9026x486,1954-09-15,True
Cecilia,Magnusson,Fabriksvägen 8,Nyköping,92514,Sverige,SE,19910519-6797,+46,08-548 67 56,1991-05-19,True
Mikael,Norén,Åkervägen 266,Karlskrona,75442,Sverige,SE,19660624-4826,+46,0426-204 29,1966-06-24,True
Erik,Danielsson,Järnvägsvägen 80,Helsingborg,91790,Sverige,SE,19710108-4790,+46,0910-94 84 34,1971-01-08,True
Nils,Jonsson,Strandstigen 154,Borås,55332,Sverige,SE,19981119-9378,+46,08-447 064 51,1998-11-19,True
Isaac,Navarro,Alexander Stream 326,Benitezland,35825,Danmark,DK,19720727-4885,+45,+1-264-580-2184,1972-07-27,True
Daniel,Helland,Hagenhaugen 2,Lien,2888,Norge,NO,19441212-6160,+47,69428580,1944-12-12,True
Tor,Ellingsen,Andresenstubben 74,Synnøvevik,7482,Norge,NO,19460126-6599,+47,59254994,1946-01-26,True
Anna,Svensson,Skogsstigen 341,Kalmar,31848,Sverige,SE,19850416-5750,+46,08-473 21 23,1985-04-16,True
Helena,Nilsson,Ekgatan 842,Linköping,22812,Sverige,SE,19510907-0192,+46,+46 (0)23 60 24 98,1951-09-07,True
Kristy,Evans,Gregory Hills 03757,Turnerhaven,47271,Danmark,DK,19650618-9326,+45,770-888-9689x036,1965-06-18,True
Kenneth,Kristiansen,Lundlia 9,Larsen,6474,Norge,NO,19920504-0281,+47,466 43 882,1992-05-04,True
Carrie,Rogers,Frank Freeway 31104,Josephhaven,29739,Danmark,DK,19890505-8839,+45,4247633868,1989-05-05,True
Charlotte,Lundberg,Bäckvägen 87,Stockholm,71122,Sverige,SE,19720630-5345,+46,095-026 41 69,1972-06-30,True
Jessica,Hernandez,Stacy Square 501,South Jesseburgh,10602,Danmark,DK,19980805-5559,+45,3076736338,1998-08-05,True
Susanna,Forsberg,Fabrikstorget 5,Eskilstuna,10615,Sverige,SE,19720823-8428,+46,0213-96 43 39,1972-08-23,True
Torbjørn,Berg,Danielsenplassen 92F,Andreassand,3330,Norge,NO,19480429-6891,+47,96519582,1948-04-29,True
Trine,Hauge,Jenssengata 9,Amundsen,1982,Norge,NO,19400811-8850,+47,63 49 58 95,1940-08-11,True
Arne,Jönsson,Parkgränd 4,Lidköping,88806,Sverige,SE,19780128-7410,+46,+46 (0)8 607 595 47,1978-01-28,True
Arvid,Engström,Furugatan 3,Trelleborg,52191,Sverige,SE,19690625-9455,+46,0125-362 96,1969-06-25,True
Minna,Valtonen,Lautamiehenkatu 623,Honkajoki,55676,Finland,FI,19740202-0709,+358,0738728559,1974-02-02,True
Uno,Karlsson,Gengränd 7,Örebro,48102,Sverige,SE,19660506-8361,+46,+46 (0)8 903 475 93,1966-05-06,True
